clique	versions
29887	[349954, 128971, 177021, 158769, 260054, 292852]
12653	[349955, 198273, 96918]
11908	[349956, 142684]
31307	[349959, 351578, 351908, 105979, 113788, 118683, 120004, 123958, 139619, 127578, 180943, 182140, 183103, 185703, 155808, 164286, 263235, 264474, 270411, 288583, 301262, 301308, 293721, 297452, 298572, 301961, 323093, 329840, 310285, 239405, 240368, 225427, 229659, 95157, 97113, 102116, 71486, 73641]
14401	[349961, 354019]
7078	[349962, 82151]
19978	[349964, 94516]
15187	[349966, 357370, 69776, 137672, 281513, 326056, 311000, 220996, 215260]
15738	[349969, 160755, 279959]
3607	[349971, 369457, 120182, 140060, 170928, 152657, 153467, 163303, 194524, 249081, 204067, 103914, 72980]
18874	[349973, 163189]
19830	[349974, 182957, 202365]
15352	[349976, 260468, 255555]
3663	[349977, 361848, 111296, 125944, 131207, 142737, 182312, 259168, 260836, 261429, 267376, 270420, 273216, 287842, 297500, 316548, 321069, 322365, 327210, 333455, 56290, 219787, 223968, 229400, 194968, 203334, 255041, 67127, 102550, 73114, 76014]
34088	[349978, 358474, 361339, 148271, 172448, 174238, 185067, 153905, 158142, 283764, 209762]
34914	[349980, 336874, 168091, 177044, 186896, 282218, 294257, 303292, 307452, 223721, 246414, 250370, 65918]
17776	[349984, 353407, 368412, 110349, 265202, 287813, 319294, 83110, 224467, 190719, 211884, 73426]
40307	[349988, 146511]
3177	[349989, 276356, 292887, 201249, 67339]
8168	[349990, 137300, 175361, 152094]
17337	[349991, 365788, 64431, 180366, 285907, 236059, 199940, 209824, 251578, 254181, 255152]
21464	[349992, 369131, 150339, 288908]
41261	[349994, 350772, 338883, 339357, 107566, 122359, 129496, 131296, 147322, 184710, 155661, 161742, 270255, 272912, 302114, 302594, 303020, 87180, 242383, 221239, 236063, 196250, 248751, 64979, 71623]
33513	[349996, 356875, 64371, 136086, 136463, 144447, 154114, 265932, 310909, 252576]
34196	[349998, 148004]
24469	[350000, 127372]
38366	[350004, 363825, 219274]
36998	[350006, 82243, 170307, 172058, 183707, 158743, 262871, 265213, 275637, 293981, 318928, 328477, 335069, 82972, 83069, 209102, 91080, 103415]
30549	[350009, 355456, 183715, 167440, 234723, 197617]
36411	[350010, 67844]
24340	[350011, 140014, 331038, 245187]
29788	[350012, 339425, 367591, 355981, 356267, 64506, 120431, 128272, 136034, 146555, 149594, 153617, 166595, 276766, 261562, 267110, 295812, 298100, 323351, 324087, 324282, 310174, 311061, 332325, 332721, 238285, 238966, 245055, 248287, 248345, 201156, 215732, 69296]
6407	[350016, 296306, 228951, 245317]
36078	[350017, 365132]
38171	[350019, 343098, 141743, 148267, 270569, 271131, 271212, 294442, 319026, 307740, 309796, 252162, 257004, 67952, 95288, 99538, 100907]
21288	[350020, 106876, 69673, 153838, 155356, 264644, 267984, 327414, 207239, 67434, 67455]
37104	[350021, 367902, 354595, 174600, 181301, 157172, 258517, 265424, 270970, 305489, 330218, 55279, 239513, 221680, 243328, 246100, 246498, 207189, 71333]
2541	[350024, 368746, 115052, 136486, 143581, 179931, 188445, 158113, 260951, 276893, 297956, 72638]
36502	[350025, 340268, 106260, 69681, 124606, 260888, 276997, 263297, 269450, 270490, 320621, 84705, 228762, 229695, 197373, 202246, 210088, 213554, 58369]
25120	[350026, 340295]
40689	[350027, 90240]
3892	[350028, 362876, 367682, 353671, 112482, 139706, 171126, 174448, 157925, 160977, 257642, 258584, 263167, 267101, 319218, 327396, 308768, 218604, 188952, 237676, 231083, 233320, 248083, 252921, 96461]
8820	[350030, 122837, 137786, 231723]
27100	[350032, 176529, 264877]
5090	[350036, 329313, 307862, 248609]
26728	[350038, 338511, 109531, 118320, 122128, 124162, 124189, 133394, 141557, 143268, 185319, 153755, 258008, 259878, 279016, 279271, 267935, 273284, 281191, 283135, 293032, 298631, 313400, 304862, 320982, 217739, 246044, 196514, 253917, 255954, 58108, 95151, 102489, 103991, 71533]
32640	[350039, 288090, 322362, 248579, 91950]
21504	[350040, 170984]
15114	[350041, 286594, 95783]
24744	[350042, 131360, 140411, 155756, 261523, 272530, 218114, 211498, 78898]
31661	[350043, 366785, 285473, 310022, 333578, 245560, 79130, 98981]
13298	[350045, 108802]
4437	[350048, 274726, 314721, 234789, 247441, 88899, 91983]
33497	[350050, 176472, 201514]
30520	[350051, 140572, 213319]
23010	[350052, 105109, 79000, 100129]
40782	[350053, 356943, 270579, 321285]
32102	[350055, 361043, 134756, 143979, 148730, 150099, 157047, 191549]
13324	[350057, 367567, 81821, 259065, 325657, 83358]
33628	[350059, 350980, 112095, 114359, 293894, 94033, 99463, 71470]
7138	[350060, 339030, 339709, 368645, 359829, 109313, 109321, 118889, 151848, 175316, 159323, 277489, 265771, 271653, 280220, 321137, 216089, 238724, 239163, 241556, 241736, 191917]
28130	[350062, 112344, 120939, 265576, 314060, 305362, 55356, 85970, 191808, 213626, 64614]
10430	[350064, 361947, 115356, 167834, 315075, 317210, 86547, 217569, 213254, 60683, 101470, 103412]
35356	[350066, 338372, 111841, 70168, 162589, 314141, 193641]
31781	[350068, 350965, 366844, 359260, 81525, 127126, 128491, 167706, 172913, 173005, 184979, 267542, 270393, 280787, 288213, 291829, 321677, 82809, 217786, 189844, 231543, 196920, 212783, 252968, 59064, 93040, 93555, 96029, 70984]
25623	[350069, 143100, 172885, 68727]
32804	[350071, 116996, 148895, 182995, 286717, 293434, 290456, 319474, 84103, 241439, 248292]
38583	[350072, 362960, 106829, 133319, 180983, 160666, 163900, 259340, 264067, 329333, 248727, 252470]
20017	[350073, 123639, 132791, 244257]
7291	[350075, 337941]
29140	[350077, 351907, 362382, 356171, 359798, 360618, 79771, 81980, 62418, 63640, 105544, 118238, 118663, 123141, 138465, 140077, 133359, 140834, 141243, 148933, 150008, 151540, 172103, 180753, 186532, 187897, 163219, 165038, 259484, 277217, 271676, 272911, 288691, 299375, 291712, 295181, 295579, 295702, 296923, 297623, 289572, 316405, 319991, 327297, 329295, 329788, 308530, 333978, 333999, 334613, 77928, 87879, 239613, 226370, 229186, 193700, 195992, 248993, 249449, 197786, 206858, 252227, 254483, 254925, 255049, 68064, 68919, 93315, 97562, 98106, 98785, 102176, 73218]
36263	[350078, 365370, 366387, 369195, 108334, 332521]
31738	[350079, 354625, 358015, 63866, 132014, 165369, 296735, 298794, 308968, 77095, 242515, 250383, 88490, 101515]
29530	[350082, 338992, 272924, 332679, 242715]
38931	[350083, 351816, 70003, 135869, 148216, 179246, 183073, 164053, 166122, 297443, 328934, 78140, 89443, 98063, 74611]
4688	[350084, 352160, 338673, 177197, 293967, 325361, 83237, 250289]
20453	[350085, 365295, 367190, 125954, 132887, 142528, 181670, 279118, 299843, 319755, 218290]
32998	[350086, 216151]
29903	[350087, 340092, 340550, 138468, 138480, 142773, 146661, 175612, 180656, 180665, 182473, 152812, 153011, 157973, 166451, 265362, 291287, 317197, 309415, 333871, 231318, 243540, 245403, 59720, 92500, 93826]
6059	[350089, 358090, 117237, 152842, 242669, 229276, 235639, 65412, 68296]
40939	[350090, 337915, 363275, 356895, 63431, 184209, 326084, 308238, 243564, 59584, 94112, 76096]
13529	[350091, 105935, 110125, 136988, 141138, 148237, 173371, 173786, 152869, 163630, 265883, 274855, 280289, 55661, 103172]
24204	[350092, 356125, 204039, 92017]
13489	[350093, 336086, 370077, 80090, 80381, 62527, 64030, 112714, 128930, 136337, 156441, 166772, 259081, 269610, 272194, 288798, 291585, 289060, 314963, 307237, 318455, 313125, 333737, 86453, 241418, 219861, 192188, 211589, 97560, 76399]
40944	[350094, 146830, 289477, 333051]
27094	[350095, 368187, 120057, 301867, 304618, 92395]
24823	[350097, 319115]
24005	[350099, 118561, 159107, 275902, 287059, 248585]
28774	[350100, 89822]
14652	[350101, 336160, 104912, 124213, 150478, 183824, 164401, 283768, 296683, 298350, 320055, 309956, 220735, 225604, 194884, 210545, 251464, 91306, 67722, 102728]
38878	[350103, 364432, 366560, 79543, 109917, 111121, 124257, 140616, 140902, 151254, 186715, 157739, 158823, 259983, 262787, 272696, 300513, 315431, 303666, 306607, 319371, 331991, 85690, 224577, 250755, 57302, 92970]
1086	[350104, 338782, 366063, 369206, 369833, 361955, 62923, 109922, 116736, 70358, 121421, 173680, 177686, 184283, 166498, 260903, 265739, 267629, 313647, 309318, 334625, 83655, 238101, 240419, 248989, 249189, 197827, 212287, 251740, 256672, 88765, 67758, 75817]
33135	[350105, 83660]
19471	[350106, 352063, 342333, 342776, 364810, 365494, 366653, 366838, 367510, 356732, 358717, 80534, 82225, 62605, 63209, 119832, 120801, 121048, 121477, 121805, 138681, 138841, 127721, 127757, 127989, 131086, 135667, 141643, 141696, 143652, 149385, 168380, 170004, 177052, 182011, 186830, 153485, 154153, 154526, 156838, 164968, 165189, 278369, 279738, 263259, 281789, 292240, 293245, 294939, 297864, 314872, 302527, 322468, 324500, 331508, 84169, 86717, 87361, 87940, 223900, 233765, 235134, 243021, 244804, 193201, 250143, 199119, 211009, 90177, 67351, 57436, 60462, 72073, 72222, 72240]
22914	[350107, 361464, 108523, 135865, 173789, 268098, 274438, 310162, 334924, 236940, 223145, 89666, 67238, 99509, 75766]
22236	[350108, 150175]
3164	[350111, 107861, 187521, 257440, 241280, 231016]
38499	[350113, 64166, 166854, 260944, 291283, 204789, 61122]
35949	[350116, 105108]
32808	[350118, 336399, 337066, 362856, 359960, 361477, 80877, 64555, 118519, 132707, 186388, 160259, 272010, 299032, 326915, 332302, 76820, 223696, 227260, 232920, 191729, 250648, 202645, 250856, 88467, 100076]
14231	[350119, 248395]
28292	[350122, 79379, 70535, 279236]
216	[350123, 104746, 126413, 146075, 173651, 180991, 287758, 292417, 330284, 195301, 197600, 103067]
3318	[350124, 173763, 259530, 264050, 269353, 281149, 305168, 239392, 232116, 234559, 199055, 204466, 209367, 215323, 103348]
16567	[350125, 106613, 175825, 258398, 259898, 306749, 307957, 236935, 220826, 195366]
39686	[350126, 338087, 358201, 115649, 118208, 137469, 265812, 269923, 286667, 301228, 303694, 331583, 333345, 77770, 237732, 234568, 191443, 196428, 198774, 202379, 254408, 91170, 79193]
25930	[350127, 129091, 171213, 334957, 223978]
27182	[350128, 160219]
32655	[350130, 82193, 104646, 139516, 137532, 171492, 185844, 153246, 162690, 262040, 325820, 335094, 190257, 233200, 249192, 203039]
37335	[350131, 152007, 152434, 324512, 93596]
3098	[350133, 368661, 359661, 361268, 107867, 143914, 170522, 260095, 268947, 273409, 275250, 298136, 289453, 314482, 318742, 323787, 333531, 55473, 236991, 241002, 223566, 234997, 194456, 208222, 64985, 68162]
32076	[350135, 117628, 145399, 269874, 93815]
30267	[350138, 116876]
20698	[350139, 142401]
29909	[350141, 134933, 322744, 234460, 73563]
3703	[350143, 125250, 143731, 164735, 277594, 220018, 221212, 201608, 201943, 215119, 215301, 66624, 68853, 61384]
41465	[350144, 108615, 127532, 231910, 234856, 92542]
8996	[350146, 353376, 128581, 159990, 247825]
18082	[350147, 292584]
6285	[350150, 338215, 366530, 357574, 362167, 79399, 105288, 111926, 114498, 119682, 121185, 122028, 122829, 128400, 138201, 151787, 172689, 179978, 153608, 160011, 259002, 259048, 276817, 267612, 293833, 305819, 306782, 318697, 323567, 328345, 333797, 335368, 56110, 83318, 85695, 86560, 217105, 220468, 224995, 228678, 192858, 194255, 195387, 203448, 204265, 205758, 206147, 210519, 254713, 256465, 78802, 58593, 59137, 59719, 103198, 72239, 76360]
20201	[350153, 352488, 116012, 135679]
3950	[350155, 112255, 269062, 78702]
20121	[350157, 320193, 322664]
34378	[350158, 358520, 200686]
9177	[350159, 94759]
10788	[350160, 342968, 360831, 121889, 133139, 134864, 137012, 171359, 181417, 185678, 264879, 282220, 297005, 289306, 308700, 334491, 57080, 240131, 221983, 225167, 197405, 203470]
33333	[350161, 165826, 88483]
9840	[350162, 360647, 63112, 123160, 127901, 276934, 292898, 324102, 324323, 310426, 192624, 255183, 100874]
26980	[350163, 162942, 164782, 317411]
8671	[350165, 109575, 131517, 160753, 328203, 195864, 204849, 205532, 67336, 75984]
25028	[350166, 134892]
33830	[350167, 97947]
31477	[350170, 338181, 359845, 118675, 131206, 132578, 150315, 172479, 152592, 160453, 257649, 259537, 272128, 306610, 310608, 88034, 188583, 221411, 249033, 206808, 90741, 91987]
9712	[350171, 351736, 365493, 352366, 356565, 356950, 357379, 360730, 80265, 82034, 63071, 117748, 127290, 129750, 134401, 135937, 140991, 146309, 146435, 147409, 147536, 149426, 150608, 175429, 180502, 182026, 152101, 155764, 162017, 165116, 279088, 263183, 267489, 268289, 270137, 280224, 298858, 296367, 298386, 319817, 326538, 326556, 329170, 311752, 77615, 77866, 238776, 221343, 228634, 234343, 234561, 234882, 243943, 249457, 198304, 199513, 199652, 202516, 204115, 204274, 205792, 210727, 253774, 255510, 257222, 92992, 96419, 97305, 103608, 76216]
39971	[350172, 109887, 136793, 171015, 324458, 219952, 220878]
14745	[350173, 127680, 128707, 184843, 291188, 333988, 66452]
31732	[350174, 113025, 129233, 266154, 268937, 77638, 86672, 86835, 189199, 190376, 222168, 88916]
21855	[350178, 177820]
12548	[350179, 363496, 171185, 157780, 274026, 275249, 311706, 83769, 193452, 211929, 215024]
12506	[350180, 123713, 269274]
15563	[350182, 125856, 183270, 239214, 235049, 249673, 200609, 212074, 252589, 66731, 93974, 100498]
16940	[350183, 191822]
39675	[350186, 243286]
33183	[350188, 280627]
37722	[350189, 182550]
38074	[350191, 246848, 71230]
5967	[350194, 354683, 147607, 167600, 322586, 334787, 237545, 252941, 59476]
16959	[350195, 135321]
26932	[350196, 164163, 212397, 93379, 72022]
9114	[350197, 340373]
18515	[350198, 218320]
40502	[350200, 106148, 113897]
38596	[350201, 281063]
17519	[350202, 156245, 232720, 205826]
7474	[350203, 113186, 128744, 146146, 186915, 163602, 259235, 195769, 75548]
8655	[350206, 350687, 337158, 352685, 359305, 106662, 113625, 113784, 115764, 127060, 127115, 148530, 184142, 156510, 166055, 269425, 283664, 293073, 298140, 314287, 332840, 335888, 77952, 78417, 83424, 87096, 217946, 231789, 232091, 232792, 195447, 199052, 199487, 251213, 253163, 254521, 255603, 58253, 103877, 70777]
9305	[350207, 134644, 165161, 286867, 223581]
17296	[350209, 108326, 312091]
377	[350211, 172625]
41189	[350212, 183555, 186099, 313318, 320439, 84669, 236770, 88923, 59076, 103907]
25792	[350213, 343174, 275416, 87085, 208961, 69443]
30113	[350218, 214732]
2820	[350220, 364639, 354235, 358926, 360776, 362121, 112564, 117691, 138744, 151637, 173323, 174999, 175026, 178957, 180208, 163374, 275988, 263119, 263780, 268133, 268473, 305720, 321139, 327724, 307989, 335231, 86740, 216658, 233894, 191887, 198846, 203105, 90183, 64624, 98903, 70863]
2133	[350221, 355524, 261258]
36785	[350222, 281010, 204009, 95900]
6409	[350224, 313816]
6376	[350225, 327738, 193670, 194831]
4360	[350227, 360454, 175366]
31359	[350229, 368352, 358782, 62042, 123060, 135061, 142600, 170026, 257813, 320936, 324394, 329074, 312080, 332618, 335491, 241218, 230819, 246727, 199776, 202190, 91883, 91965, 99820]
23798	[350230, 365647, 149219, 274483, 58874]
15130	[350231, 363228, 368298, 105826, 108117, 112772, 70033, 122301, 139704, 141370, 141840, 148195, 161747, 265464, 266400, 281387, 282844, 300060, 300303, 293925, 295885, 316454, 317806, 304783, 328816, 331648, 333648, 86648, 87941, 217597, 221077, 192411, 246454, 213375, 58249, 59677, 60841]
24772	[350233, 185639, 56155, 192204]
14243	[350234, 183523, 295133, 295301, 230821, 204859, 71940]
15297	[350239, 159716]
15613	[350240, 126547, 143655, 150131, 158177, 308190, 250144]
38579	[350241, 364476, 357724, 61869, 126001, 127874, 150046, 264946, 281507, 288903, 332209, 83628, 248138, 210335, 66608, 71301]
27528	[350242, 63224, 118190, 320784]
32658	[350244, 341741, 181776, 266438, 289252, 308862]
12797	[350246, 80400, 118884, 225216, 247378]
18802	[350248, 336062, 105525, 123265, 134078, 141219, 172469, 285200, 303237, 332648, 86299, 218311, 231230, 95907]
8296	[350249, 234683]
13589	[350251, 141659]
23182	[350252, 363900, 367316, 134272, 179821, 257552, 263699, 268240, 269882, 270541, 285952, 296104, 322367, 328708, 333084, 222878, 78594]
13143	[350253, 137753, 173685, 260575, 331396, 75811]
30219	[350255, 168390, 76612, 242401, 253064, 89527]
29722	[350256, 367174, 358108, 58693, 103040]
12109	[350258, 113747, 303549, 305716, 56792, 82605, 189407, 242090, 242976, 243490, 255394]
6794	[350259, 337576, 362763, 123522, 264630, 281967, 309072, 310921, 331670, 190722, 208972, 59599]
6536	[350262, 79930, 119338, 305065, 218346]
37034	[350263, 143752, 157141, 83297, 248152]
9022	[350265, 290018]
13531	[350266, 130017, 311842, 193669, 68871]
38525	[350268, 161408, 304328, 247263, 206676, 212317, 252143, 96491, 101671]
34244	[350269, 151955, 334522]
2356	[350270, 361444, 105080, 136242, 142147, 148315, 170240, 158596, 161473, 283285, 302787, 306595, 307326, 82875, 246519, 256497]
36403	[350271, 337969, 340481, 354253, 63169, 114697, 178042, 188521, 269740, 291846, 293312, 325998, 78039, 55880, 83079, 242256, 228373, 58966]
38253	[350274, 340641, 131663, 184424, 318700, 216258, 227557]
32664	[350275, 337528, 115665, 121956, 149285, 164825, 263072, 271853, 280969, 322412, 325198, 77427, 239861, 241184, 246218, 194990, 250408, 199601, 212818, 257286, 89163, 89525, 74241]
10934	[350276, 78837]
39758	[350280, 178565, 281127, 306570, 331928, 92936, 98617]
224	[350281, 339462, 356949, 149997, 164701, 165099, 299459, 296548, 322653, 324745, 329753, 199751, 213028, 57641, 101194, 102037]
3458	[350282, 333476]
22156	[350283, 350910, 357383, 110283, 110501, 111914, 112804, 113805, 115642, 70258, 139279, 141141, 143167, 168322, 171323, 181896, 184989, 156879, 259501, 260689, 266260, 269269, 292399, 289690, 318777, 321823, 323738, 84865, 222382, 223141, 191597, 244300, 244394, 244631, 247406, 248404, 202821, 204571, 251598, 88549]
11371	[350284, 339945]
29074	[350285, 104267, 116045, 146101, 266633, 269586, 271164, 284943, 311314, 333185, 55570, 226901, 243118, 246069, 59834, 93130]
14251	[350286, 273526, 86216]
39928	[350287, 285949]
39286	[350288, 339933, 363004, 367105, 354260, 358789, 361830, 117819, 139196, 140415, 150104, 161665, 165547, 259184, 261947, 265416, 268548, 282734, 288621, 301564, 292420, 314745, 326310, 308535, 332186, 335901, 85539, 218688, 239380, 220779, 247889, 203115, 212868, 90617, 94500, 102226]
1485	[350289, 359161, 106895, 166357, 258924, 57104, 194416, 100024]
40047	[350290, 341428, 79852, 61794, 108691, 108755, 113386, 115569, 129684, 160839, 162603, 263154, 264825, 270524, 300712, 316382, 328982, 330377, 56583, 191358, 244793, 214924, 68383, 59937, 101927]
6938	[350292, 339998, 363220, 80058, 81085, 104246, 107854, 108721, 111274, 119551, 130253, 182785, 153086, 155111, 161943, 162317, 162609, 165157, 265942, 270615, 300554, 301598, 305535, 324162, 333163, 218457, 241536, 224323, 228469, 230582, 231378, 246542, 249532, 202019, 203948, 205333, 255437, 255452, 91804, 69539, 98445]
39336	[350293, 368774, 120489, 137703, 148377, 334230, 250120, 59658]
7851	[350295, 365074]
21852	[350296, 119059, 70041, 123685, 147225, 178916, 182728, 185683, 159056, 164097, 166084, 279881, 279894, 265569, 272621, 290075, 326214, 328770, 331901, 241847, 192752, 249517, 196807, 202205, 75195]
13108	[350301, 197687]
5603	[350302, 300401]
33736	[350303, 338292, 340324, 341736, 364399, 364853, 354003, 359307, 104382, 106642, 108888, 109323, 113790, 115046, 117200, 70330, 131465, 134957, 136042, 140813, 146281, 149013, 150573, 167897, 172574, 173674, 176651, 265632, 280381, 282185, 292082, 302249, 326144, 55254, 83192, 221587, 221784, 224080, 234130, 246393, 246445, 198549, 199088, 201538, 204048, 251974, 252893, 256427, 256699, 96529, 98303, 101265, 71931, 74298, 75140]
28038	[350304, 61926, 108485, 123231, 141519, 145269, 156449, 278594, 299884, 296176, 319642, 330204, 312897, 237347, 241575, 221606, 225714, 198929, 210481, 69253, 61191]
23172	[350305, 362657, 187040, 277189, 273115, 273977, 280017, 305356, 306689, 330735, 336013, 100499]
18122	[350306, 363000, 111120, 185740, 263125, 272339, 291255, 227768]
11896	[350308, 336625, 121304, 130319, 236146]
32405	[350311, 197499]
33419	[350314, 69917, 261061, 250528, 101898]
32351	[350319, 351599, 336728, 342820, 359911, 79681, 105842, 106793, 112756, 115867, 70284, 121411, 125200, 134436, 134629, 136035, 141670, 170245, 176736, 157043, 157600, 161836, 162468, 257431, 284257, 301759, 293527, 295673, 313927, 315857, 304706, 306359, 325596, 327042, 327054, 329220, 78119, 55248, 84171, 86133, 241622, 223632, 192030, 245606, 249335, 209714, 212478, 212905, 215123, 89940, 65254, 92762, 73448, 74830]
18326	[350323, 360355, 216233, 100870, 104028]
22779	[350324, 173604, 265633, 221210, 58030]
1623	[350325, 104827, 173587, 178408, 268820]
8633	[350329, 57213]
2918	[350330, 279767, 75491]
25786	[350333, 351209, 155547, 288263, 239592]
36207	[350334, 337716, 367347, 353884, 360469, 61779, 104915, 111038, 114925, 118990, 139333, 130237, 143342, 149609, 175147, 175906, 181603, 182764, 152776, 160822, 160875, 165028, 276841, 280115, 284651, 299295, 300862, 292820, 290125, 316131, 303261, 333234, 334750, 189536, 238179, 221496, 221679, 223989, 247015, 247507, 203609, 215425, 66752, 60858]
23911	[350335, 121162, 292597, 223151, 195036, 100533]
18041	[350337, 361302, 316841, 306453]
16386	[350338, 292663, 65935]
13166	[350340, 337592, 341988, 365440, 366608, 368161, 354434, 369787, 356196, 359126, 359348, 64299, 109827, 116195, 119593, 119656, 69737, 123503, 124906, 134642, 143341, 145280, 150677, 176438, 177807, 187257, 152882, 154459, 156582, 263147, 263270, 270061, 280143, 291140, 293725, 294607, 289329, 313666, 307395, 321555, 325611, 308303, 309555, 312505, 333838, 334958, 77466, 78252, 82375, 84356, 87700, 216214, 223333, 224345, 230477, 244301, 249811, 209919, 211454, 69264, 57652, 57810, 94194, 95322, 99349, 101322, 72189, 75569]
16031	[350341, 287954]
33870	[350342, 109239, 227841, 246137]
11876	[350343, 86344, 67119]
763	[350344, 366233, 169662, 305061, 306274, 240637, 88601]
32532	[350345, 358435, 361867, 362010, 81697, 82294, 113547, 139673, 130068, 135090, 135911, 140261, 167738, 163608, 278807, 294380, 320607, 320939, 330114, 307918, 332262, 333518, 56410, 195973, 196612, 207033, 67082, 71760]
27501	[350347, 56164, 66555]
37979	[350348, 337972, 365591, 104617, 110834, 128492, 141775, 171169, 166145, 299157, 305231, 312467, 241178, 220437, 227614, 193903, 249212, 91675, 69432]
36682	[350350, 363974, 104682, 107454, 183498, 242731, 197788]
18025	[350354, 317413]
28531	[350356, 369676, 112519, 184371, 155110, 270201, 287273, 238521, 194498, 195357]
13883	[350361, 351490, 337083, 337863, 340642, 341116, 342978, 365085, 367171, 356485, 361680, 81365, 115946, 120126, 69906, 126108, 129266, 136608, 147478, 149977, 168018, 170408, 174501, 175438, 177419, 153198, 154048, 159312, 160484, 162512, 162580, 260183, 276560, 263559, 265426, 274326, 280603, 281042, 282283, 286181, 299983, 301623, 298555, 289235, 315967, 302330, 303747, 307011, 320119, 321611, 321649, 325447, 326006, 330099, 82703, 84906, 84932, 241648, 219963, 223465, 231925, 231940, 232371, 245337, 193447, 195370, 248724, 198328, 203445, 206757, 213597, 213667, 215151, 67081, 57555, 59195, 75416, 75705]
28996	[350362, 339493, 362902, 353958, 359378, 110804, 113269, 122496, 132166, 135281, 135559, 142569, 174845, 187915, 162058, 163525, 164972, 269237, 298309, 289516, 315400, 302240, 305572, 326203, 326296, 334737, 216189, 241894, 194758, 195991, 200467, 202159, 203509, 207807, 209870, 254787, 256172, 69495, 60384, 100827, 102082, 103499]
8117	[350363, 353822, 356359, 80991, 107842, 108502, 143826, 174865, 178151, 178876, 186724, 289792, 320186, 334073, 241316, 234026, 88805, 90951, 68437]
20101	[350367, 173571, 66485]
19998	[350374, 338617, 188886, 199221, 61381]
14163	[350376, 353631, 69783, 130963, 315294, 84938, 216061, 223183, 231310, 247892, 208188, 210984, 95248]
22381	[350377, 210628]
17933	[350379, 351573, 355543, 133410, 134432, 168578, 158563, 279562, 268626, 307976, 312742, 245924, 249437, 204223, 95652, 99878, 75257]
33931	[350381, 132509, 329455, 310132]
32895	[350382, 222192]
12557	[350383, 82065]
17576	[350385, 351267, 144189, 266011]
27286	[350386, 187341, 280983, 329541, 189008, 196595, 204625]
4145	[350388, 336030, 336334, 342824, 355117, 355717, 114159, 114257, 138775, 167683, 168545, 168862, 182344, 164273, 288045, 294167, 294508, 306096, 306561, 323683, 309360, 77992, 220656, 191970, 247221, 198213, 204457, 255844, 93892]
31169	[350389, 358204, 108540, 141604, 146647, 178191, 258393, 277068, 291537, 218625, 221427, 230544, 203106]
2557	[350390, 366315, 359712, 360975, 361426, 64178, 155131, 159263, 277279, 266494, 84969, 242605, 190587, 250412, 254063, 64854, 92733]
14092	[350391, 359493, 107376, 109547, 113584, 69689, 124527, 134891, 183560, 275725, 57020, 216181, 66004, 58965, 93018, 100575, 102824]
3088	[350392, 360916, 106811, 181662, 261849, 292931, 292998, 327086, 311099, 331655, 76635, 230133, 234137, 193600, 99770]
16215	[350393, 363361, 365801, 365818, 365945, 354516, 117977, 121819, 124572, 127994, 135331, 142124, 145500, 172309, 173649, 173785, 176610, 178334, 182925, 155216, 161264, 165978, 259947, 260139, 261126, 262047, 269509, 269939, 271031, 271720, 272425, 275686, 282069, 298648, 289487, 310471, 76806, 227220, 235168, 235731, 242822, 244454, 248125, 197584, 199027, 200360, 201132, 202539, 203007, 208098, 212052, 213459, 256421, 89035, 69578, 94510, 73249]
24870	[350394, 351982, 338961, 354413, 369995, 361654, 104628, 105152, 108044, 110432, 110460, 112192, 112203, 118550, 120784, 69891, 127042, 127295, 128988, 141970, 141999, 142397, 144791, 169302, 179071, 179916, 182693, 183375, 159938, 259513, 277905, 279178, 279376, 261683, 262566, 274475, 285381, 299332, 300908, 293734, 296001, 306284, 324683, 307772, 309623, 312761, 333161, 334984, 78470, 56114, 217706, 238747, 219938, 222619, 222860, 223792, 227801, 232558, 243610, 244216, 195430, 195890, 196840, 197382, 197764, 200221, 206469, 206694, 250787, 213994, 255238, 89400, 90316, 65015, 57482, 98250, 99628, 100130]
11692	[350395, 63019, 293500, 306015, 319544, 325686, 85900, 234860]
5937	[350398, 350942, 336734, 366982, 367124, 80013, 113321, 70573, 129995, 171090, 176940, 178439, 185584, 186733, 156405, 165778, 277297, 272392, 273759, 275629, 285408, 286327, 287770, 300665, 291540, 320408, 323039, 323786, 87286, 222128, 191830, 248283, 193803, 194019, 196000, 197403, 202305, 211183, 213578, 213706, 214976, 255745, 89769, 91810, 96630, 98394, 72699]
15569	[350400, 353221, 361925, 106814, 108473, 110795, 129069, 175276, 176001, 180233, 182963, 160296, 257511, 286243, 286493, 294629, 289709, 290574, 326299, 327598, 312747, 241891, 201818, 206620, 92838]
7008	[350403, 351376, 338627, 339147, 365434, 110054, 114471, 138412, 133141, 143266, 173169, 173540, 183287, 185252, 187879, 161760, 164358, 165115, 257434, 258553, 270990, 271770, 273407, 299285, 289190, 290598, 309994, 244480, 194657, 199657, 204889, 206024, 206426, 206958, 67314]
4792	[350404, 208662]
9665	[350406, 234919]
32919	[350407, 112013, 276212]
16592	[350408, 354140, 104887, 125056, 269030, 256006, 98526]
18248	[350410, 341091, 279434, 271777, 294851, 310830, 55749, 229495, 230785, 99960]
34349	[350412, 275443, 302850, 320820, 237327, 234423, 195428, 196642, 207945, 253905, 90722, 92714]
39598	[350413, 340025, 140995, 144315, 175507, 186224, 187710, 163202, 278872, 290897, 78308, 244807, 245781]
